,DNA_loc,TSS
0,-2000.0,1.3634104493790455
1,-1999.0,1.3628121031930378
2,-1998.0,1.365479265384496
3,-1997.0,1.3628505063643965
4,-1996.0,1.3634339868066523
5,-1995.0,1.3683533091764997
6,-1994.0,1.3683396822447271
7,-1993.0,1.3721899098764283
8,-1992.0,1.3701842732819227
9,-1991.0,1.3734807519588712
10,-1990.0,1.3757688376846604
11,-1989.0,1.3771872774009726
12,-1988.0,1.3807785933289973
13,-1987.0,1.3830034996438414
14,-1986.0,1.3813595961472946
15,-1985.0,1.3795583635293753
16,-1984.0,1.3849001207841678
17,-1983.0,1.3827421103162068
18,-1982.0,1.3825030196041996
19,-1981.0,1.3846337762086158
20,-1980.0,1.388651243457524
21,-1979.0,1.3917693332094523
22,-1978.0,1.3935111028523646
23,-1977.0,1.3879934342965095
24,-1976.0,1.3876651491219918
25,-1975.0,1.3851999132831614
26,-1974.0,1.3861661866270245
27,-1973.0,1.3858824986837621
28,-1972.0,1.3893177243023938
29,-1971.0,1.3948502586020006
30,-1970.0,1.396134906624547
31,-1969.0,1.3950026324754559
32,-1968.0,1.396154727616216
33,-1967.0,1.391681377558921
34,-1966.0,1.3940400755675306
35,-1965.0,1.3906457307442162
36,-1964.0,1.3882399578803928
37,-1963.0,1.3894230233206355
38,-1962.0,1.387661432686054
39,-1961.0,1.3885124965158413
40,-1960.0,1.3892595001393662
41,-1959.0,1.3894366502524078
42,-1958.0,1.3881916442131994
43,-1957.0,1.3894862027315804
44,-1956.0,1.3925844714918392
45,-1955.0,1.3938443432747993
46,-1954.0,1.39884790485924
47,-1953.0,1.3979311839945492
48,-1952.0,1.3985431571123292
49,-1951.0,1.3992641456842887
50,-1950.0,1.4033708073957074
51,-1949.0,1.403782092972839
52,-1948.0,1.4041834680541359
53,-1947.0,1.4054458174610547
54,-1946.0,1.4041301991390258
55,-1945.0,1.404862337018799
56,-1944.0,1.4018297252934435
57,-1943.0,1.4020750100653472
58,-1942.0,1.4059735513642417
59,-1941.0,1.4070451237263462
60,-1940.0,1.4083372046207685
61,-1939.0,1.4083396822447272
62,-1938.0,1.4121143423456903
63,-1937.0,1.4139378735792376
64,-1936.0,1.419835857412741
65,-1935.0,1.4223729443463717
66,-1934.0,1.4208157576883769
67,-1933.0,1.423598129393911
68,-1932.0,1.424825792065409
69,-1931.0,1.4286574375174206
70,-1930.0,1.4285298398835518
71,-1929.0,1.429067484282573
72,-1928.0,1.430240639226981
73,-1927.0,1.429409396388863
74,-1926.0,1.4316627953792314
75,-1925.0,1.4331617578741986
76,-1924.0,1.4356096503453186
77,-1923.0,1.4374703459382452
78,-1922.0,1.4367084765709683
79,-1921.0,1.4328582489392672
80,-1920.0,1.4328210845798877
81,-1919.0,1.4364223110037473
82,-1918.0,1.4423190560252717
83,-1917.0,1.4443767227229087
84,-1916.0,1.4463736876335591
85,-1915.0,1.4532837808541608
86,-1914.0,1.4566917526092478
87,-1913.0,1.45571556876955
88,-1912.0,1.4626219455542133
89,-1911.0,1.4655938554925825
90,-1910.0,1.4634110687850352
91,-1909.0,1.4609173402706805
92,-1908.0,1.464721731859147
93,-1907.0,1.4669491157979497
94,-1906.0,1.46693053361826
95,-1905.0,1.4630790671745795
96,-1904.0,1.4655232432097618
97,-1903.0,1.4709925980984235
98,-1902.0,1.4746954071045866
99,-1901.0,1.4748799900895042
100,-1900.0,1.4715723621047414
101,-1899.0,1.4765387593298025
102,-1898.0,1.4779993186534113
103,-1897.0,1.4796023413546409
104,-1896.0,1.4828480287404378
105,-1895.0,1.4808337204620767
106,-1894.0,1.4824317879153892
107,-1893.0,1.4827637895258448
108,-1892.0,1.4821319954163956
109,-1891.0,1.4808907058131253
110,-1890.0,1.4839629595218184
111,-1889.0,1.482387190684134
112,-1888.0,1.4798984174176963
113,-1887.0,1.4756653968843878
114,-1886.0,1.4749927219796213
115,-1885.0,1.4764619529870855
116,-1884.0,1.4778704822075628
117,-1883.0,1.474538077983214
118,-1882.0,1.47411316547431
119,-1881.0,1.4724593514819286
120,-1880.0,1.4755799188578151
121,-1879.0,1.4773960172194864
122,-1878.0,1.4802539564557589
123,-1877.0,1.4833039115488247
124,-1876.0,1.4821518164080647
125,-1875.0,1.489434792034439
126,-1874.0,1.4879965313264578
127,-1873.0,1.490738022236675
128,-1872.0,1.490316826163709
129,-1871.0,1.4937396636625475
130,-1870.0,1.4928613459692155
131,-1869.0,1.4902524079407846
132,-1868.0,1.4850345318839233
133,-1867.0,1.4843110656880052
134,-1866.0,1.4800470748552137
135,-1865.0,1.4731766236179502
136,-1864.0,1.4741689120133792
137,-1863.0,1.4745417944191521
138,-1862.0,1.4738022236675028
139,-1861.0,1.4725857103038187
140,-1860.0,1.4748787512775248
141,-1859.0,1.47845148502586
142,-1858.0,1.4773291213726036
143,-1857.0,1.4757942333302363
144,-1856.0,1.4745083464957105
145,-1855.0,1.4834587630462386
146,-1854.0,1.4836928985103286
147,-1853.0,1.4816550528043604
148,-1852.0,1.4827006101148998
149,-1851.0,1.4820849205611817
150,-1850.0,1.4832023289665208
151,-1849.0,1.4831242838118244
152,-1848.0,1.486467837343987
153,-1847.0,1.4874539316795192
154,-1846.0,1.4847173960172195
155,-1845.0,1.484421319954164
156,-1844.0,1.4865607482424354
157,-1843.0,1.485395026169903
158,-1842.0,1.4868283316299669
159,-1841.0,1.4919855058998421
160,-1840.0,1.4886840719749759
161,-1839.0,1.492000371643594
162,-1838.0,1.4939576945709063
163,-1837.0,1.49663352844622
164,-1836.0,1.4941806807271827
165,-1835.0,1.497265322555669
166,-1834.0,1.4962259593050262
167,-1833.0,1.5042001920158568
168,-1832.0,1.5057103038186377
169,-1831.0,1.5071126389792189
170,-1830.0,1.5017275233051504
171,-1829.0,1.501407909814488
172,-1828.0,1.500824429372232
173,-1827.0,1.503036947567283
174,-1826.0,1.5032661277834556
175,-1825.0,1.4995719904611478
176,-1824.0,1.5064647403140388
177,-1823.0,1.503319396698566
178,-1822.0,1.5056099600483137
179,-1821.0,1.5067546223171977
180,-1820.0,1.5105478645978505
181,-1819.0,1.5114819288302517
182,-1818.0,1.5137192232648888
183,-1817.0,1.5177428845736938
184,-1816.0,1.524469633621357
185,-1815.0,1.5261395521694694
186,-1814.0,1.5284016228436927
187,-1813.0,1.533169810152064
188,-1812.0,1.530500170336647
189,-1811.0,1.5312050543528755
190,-1810.0,1.5344829508501348
191,-1809.0,1.5391148688407816
192,-1808.0,1.5376171451577936
193,-1807.0,1.544685806311747
194,-1806.0,1.546978847285453
195,-1805.0,1.5455220043977824
196,-1804.0,1.5445854625414228
197,-1803.0,1.5435114125553593
198,-1802.0,1.5415553284400259
199,-1801.0,1.5402459041778935
200,-1800.0,1.5447712843383195
201,-1799.0,1.5401319334757966
202,-1798.0,1.5390318684381676
203,-1797.0,1.5412233268295705
204,-1796.0,1.538107714701601
205,-1795.0,1.537830220818235
206,-1794.0,1.5386218216730156
207,-1793.0,1.5382353123354702
208,-1792.0,1.5405556071727213
209,-1791.0,1.5384917464151877
210,-1790.0,1.5402471429898728
211,-1789.0,1.5396128712564652
212,-1788.0,1.5406460404472109
213,-1787.0,1.5437789959428905
214,-1786.0,1.5497983833503668
215,-1785.0,1.5452705255659822
216,-1784.0,1.5452048685310786
217,-1783.0,1.5406522345071074
218,-1782.0,1.5388881662485676
219,-1781.0,1.5376456378333179
220,-1780.0,1.5400600823809965
221,-1779.0,1.5366669763696614
222,-1778.0,1.5426219455542134
223,-1777.0,1.543724488215801
224,-1776.0,1.5493164854904147
225,-1775.0,1.5480702406392268
226,-1774.0,1.5459159466072037
227,-1773.0,1.5505602527176436
228,-1772.0,1.553222459661185
229,-1771.0,1.5496460094769116
230,-1770.0,1.5491207531976834
231,-1769.0,1.552683576450184
232,-1768.0,1.5513989284276377
233,-1767.0,1.5513369878286722
234,-1766.0,1.5538926569419926
235,-1765.0,1.5576834215986868
236,-1764.0,1.554033881507634
237,-1763.0,1.5514175106073274
238,-1762.0,1.55661556567252
239,-1761.0,1.55661556567252
240,-1760.0,1.5549258261327386
241,-1759.0,1.5529040849825018
242,-1758.0,1.5564743411068782
243,-1757.0,1.5510409117656168
244,-1756.0,1.54597664839419
245,-1755.0,1.5454402428071479
246,-1754.0,1.5461711418749418
247,-1753.0,1.5491628728049798
248,-1752.0,1.5475387903001023
249,-1751.0,1.5479166279537921
250,-1750.0,1.5447403140388365
251,-1749.0,1.551074359689058
252,-1748.0,1.552031961349066
253,-1747.0,1.551355570008362
254,-1746.0,1.5549456471244076
255,-1745.0,1.5552392455635045
256,-1744.0,1.5565214159620921
257,-1743.0,1.5552342903155871
258,-1742.0,1.5545393167951935
259,-1741.0,1.55254730713246
260,-1740.0,1.5539038062498065
261,-1739.0,1.5549543188082626
262,-1738.0,1.5551166031775527
263,-1737.0,1.5508389854129887
264,-1736.0,1.5439895939793737
265,-1735.0,1.5457771996655207
266,-1734.0,1.542100405710923
267,-1733.0,1.5434618600761867
268,-1732.0,1.541616030227012
269,-1731.0,1.543688562668401
270,-1730.0,1.5434445167084767
271,-1729.0,1.5497785623586982
272,-1728.0,1.544646164328409
273,-1727.0,1.547697358233454
274,-1726.0,1.5456087212363343
275,-1725.0,1.546612158939577
276,-1724.0,1.5401034408002725
277,-1723.0,1.5415330298243985
278,-1722.0,1.5400092910898446
279,-1721.0,1.5398965591997276
280,-1720.0,1.5385078509709187
281,-1719.0,1.5388324197094985
282,-1718.0,1.5436229056334974
283,-1717.0,1.548980767444021
284,-1716.0,1.5467149803338598
285,-1715.0,1.5428325435906962
286,-1714.0,1.544260893802843
287,-1713.0,1.5456062436123756
288,-1712.0,1.541531791012419
289,-1711.0,1.5446969556195609
290,-1710.0,1.5472935055281982
291,-1709.0,1.542480720988572
292,-1708.0,1.5404453529065625
293,-1707.0,1.5442906252903466
294,-1706.0,1.5550521849546284
295,-1705.0,1.5533277586794263
296,-1704.0,1.5530292049924121
297,-1703.0,1.5514298987271204
298,-1702.0,1.553358728978909
299,-1701.0,1.5591055777509366
300,-1700.0,1.5639196011025425
301,-1699.0,1.5629223574591966
302,-1698.0,1.560865929573539
303,-1697.0,1.5593743999504472
304,-1696.0,1.5635330917649972
305,-1695.0,1.5645167084765708
306,-1694.0,1.5650481588156955
307,-1693.0,1.567229706711264
308,-1692.0,1.5654792653844962
309,-1691.0,1.5623017126575613
310,-1690.0,1.560885750565208
311,-1689.0,1.5590176221004055
312,-1688.0,1.5632791353092383
313,-1687.0,1.56329400105299
314,-1686.0,1.5682542042181546
315,-1685.0,1.5695289417448666
316,-1684.0,1.5748446839480938
317,-1683.0,1.576410542289944
318,-1682.0,1.5830988881662487
319,-1681.0,1.5828882901297654
320,-1680.0,1.5837579361392422
321,-1679.0,1.5817399114249435
322,-1678.0,1.583446994332435
323,-1677.0,1.579609154820527
324,-1676.0,1.5777125336802007
325,-1675.0,1.5801195453560035
326,-1674.0,1.5876626714980333
327,-1673.0,1.5811167889993496
328,-1672.0,1.581333581095729
329,-1671.0,1.584869150484685
330,-1670.0,1.5860435442410727
331,-1669.0,1.5886462882096068
